guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_起こす_おこす,起こす,おこす,起:◆(横になっている状態・低い状態から上に向かって)立つ、立ち上がる、立たせる、立ち上げる◆(それまで動きのなかった物事が)動き出す、動き始める◆物事を動かす、始,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),起:◆(横になっている状態・低い状態から上に向かって)立つ、立ち上がる、立たせる、立ち上げる◆(それまで動きのなかった物事が)動き出す、動き始める◆物事を動かす、始
kk_起こる_おこる,起こる,おこる,起:◆(横になっている状態・低い状態から上に向かって)立つ、立ち上がる、立たせる、立ち上げる◆(それまで動きのなかった物事が)動き出す、動き始める◆物事を動かす、始,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),起:◆(横になっている状態・低い状態から上に向かって)立つ、立ち上がる、立たせる、立ち上げる◆(それまで動きのなかった物事が)動き出す、動き始める◆物事を動かす、始
kk_超える_こえる,超える,こえる,超:◆跳(と)び越(こ)える、高く跳(は)ね上がってもののの上を越える、また越えてその先に出る◆抜きん出ているさま、飛び抜けているさま,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),超:◆跳(と)び越(こ)える、高く跳(は)ね上がってもののの上を越える、また越えてその先に出る◆抜きん出ているさま、飛び抜けているさま
kk_趣味_しゅみ,趣味,しゅみ,趣:◆おもむ・く、足早(あしばや、「歩」よりは速く「走」よりは遅い速さ)に行く、さっさっと(すたすたと)行く、急いで行く、同「趨」「趍」◆急がせる、促(うなが)す◆; 味:◆舌で感じる、舌の感覚◆「五味(ゴミ)」、舌の感覚(味)を五つに大別したもの、酸(酸っぱい味)苦(苦い味)辛(辛い味)鹹(塩辛い味)甘(甘い味)、「【禮記注疏(,N4,on,on+on,A3_short_compound(on+on 71%),趣:◆おもむ・く、足早(あしばや、「歩」よりは速く「走」よりは遅い速さ)に行く、さっさっと(すたすたと)行く、急いで行く、同「趨」「趍」◆急がせる、促(うなが)す◆; 味:◆舌で感じる、舌の感覚◆「五味(ゴミ)」、舌の感覚(味)を五つに大別したもの、酸(酸っぱい味)苦(苦い味)辛(辛い味)鹹(塩辛い味)甘(甘い味)、「【禮記注疏(
kk_足す_たす,足す,たす,足:◆体や物体の一部で、胴から分かれ出て伸び、地に接して体を支えたり、歩行・走行・跳躍などの運動機能を担う部分、現代の中国では「脚」◆「歩く」「走る」などの足を使っ,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_足(kun 80%),足:◆体や物体の一部で、胴から分かれ出て伸び、地に接して体を支えたり、歩行・走行・跳躍などの運動機能を担う部分、現代の中国では「脚」◆「歩く」「走る」などの足を使っ
kk_足りる_たりる,足りる,たりる,足:◆体や物体の一部で、胴から分かれ出て伸び、地に接して体を支えたり、歩行・走行・跳躍などの運動機能を担う部分、現代の中国では「脚」◆「歩く」「走る」などの足を使っ,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_足(kun 80%),足:◆体や物体の一部で、胴から分かれ出て伸び、地に接して体を支えたり、歩行・走行・跳躍などの運動機能を担う部分、現代の中国では「脚」◆「歩く」「走る」などの足を使っ
kk_踊り/躍り_おどり,踊り/躍り,おどり,踊:◆足を屈し地を「とん」と蹴(け)り足を伸ばして飛び上がる、躍(おど)り上がる、低く飛び同じところに降りることをいう、「【六書故:卷十六】大為躍小為踊躍去其所踊不; 躍:◆高く飛び上がり離れたところに降りる、高く跳(は)ね上がる、低く飛び上がり同じところに降りるのは「踊」、「【六書故:卷十六】大為躍小為踊躍去其所踊不離其所」◆飛,N4,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),踊:◆足を屈し地を「とん」と蹴(け)り足を伸ばして飛び上がる、躍(おど)り上がる、低く飛び同じところに降りることをいう、「【六書故:卷十六】大為躍小為踊躍去其所踊不; 躍:◆高く飛び上がり離れたところに降りる、高く跳(は)ね上がる、低く飛び上がり同じところに降りるのは「踊」、「【六書故:卷十六】大為躍小為踊躍去其所踊不離其所」◆飛
kk_踊る/躍る_おどる,踊る/躍る,おどる,踊:◆足を屈し地を「とん」と蹴(け)り足を伸ばして飛び上がる、躍(おど)り上がる、低く飛び同じところに降りることをいう、「【六書故:卷十六】大為躍小為踊躍去其所踊不; 躍:◆高く飛び上がり離れたところに降りる、高く跳(は)ね上がる、低く飛び上がり同じところに降りるのは「踊」、「【六書故:卷十六】大為躍小為踊躍去其所踊不離其所」◆飛,N4,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),踊:◆足を屈し地を「とん」と蹴(け)り足を伸ばして飛び上がる、躍(おど)り上がる、低く飛び同じところに降りることをいう、「【六書故:卷十六】大為躍小為踊躍去其所踊不; 躍:◆高く飛び上がり離れたところに降りる、高く跳(は)ね上がる、低く飛び上がり同じところに降りるのは「踊」、「【六書故:卷十六】大為躍小為踊躍去其所踊不離其所」◆飛
kk_踏む_ふむ,踏む,ふむ,踏:◆足を地に着ける、足で押える、同「踐」,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_足(kun 80%),踏:◆足を地に着ける、足で押える、同「踐」
kk_輸入_ゆにゅう,輸入,ゆにゅう,輸:◆ものを(車に乗せて)別の場所に運ぶ、ものを送る、またその品物◆(勝負に)敗(やぶ)れる、敗(ま)ける; 入:◆範囲・領域・組織や区切り・境界の外(外側、外部、表側、向こう側、公のところ)から内(内側、内部、裏側、こちら側、私的なところ)に移る、また移す、内から外へ移る,N4,on,on+on,A3_short_compound(on+on 71%),輸:◆ものを(車に乗せて)別の場所に運ぶ、ものを送る、またその品物◆(勝負に)敗(やぶ)れる、敗(ま)ける; 入:◆範囲・領域・組織や区切り・境界の外(外側、外部、表側、向こう側、公のところ)から内(内側、内部、裏側、こちら側、私的なところ)に移る、また移す、内から外へ移る
kk_輸出_ゆしゅつ,輸出,ゆしゅつ,輸:◆ものを(車に乗せて)別の場所に運ぶ、ものを送る、またその品物◆(勝負に)敗(やぶ)れる、敗(ま)ける; 出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る,N4,on,on+on,A3_short_compound(on+on 71%),輸:◆ものを(車に乗せて)別の場所に運ぶ、ものを送る、またその品物◆(勝負に)敗(やぶ)れる、敗(ま)ける; 出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る
kk_輸出入_ゆしゅつにゅう,輸出入,ゆしゅつにゅう,輸:◆ものを(車に乗せて)別の場所に運ぶ、ものを送る、またその品物◆(勝負に)敗(やぶ)れる、敗(ま)ける; 出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 入:◆範囲・領域・組織や区切り・境界の外(外側、外部、表側、向こう側、公のところ)から内(内側、内部、裏側、こちら側、私的なところ)に移る、また移す、内から外へ移る,N4,on,on+on+on,A4_multi_on(on+on+on 65%),輸:◆ものを(車に乗せて)別の場所に運ぶ、ものを送る、またその品物◆(勝負に)敗(やぶ)れる、敗(ま)ける; 出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 入:◆範囲・領域・組織や区切り・境界の外(外側、外部、表側、向こう側、公のところ)から内(内側、内部、裏側、こちら側、私的なところ)に移る、また移す、内から外へ移る
kk_辞典_じてん,辞典,じてん,辞:◆説(と)く、分かるように順序立てて話す、説明する、「【說文解字注:辛部:辭】說也(…說者釋也)𤔬辛猶理辜也」◆丁寧に分かり易く述べる、また説明する、またその言; 典:◆古来から尊(とうと)ばれ続けている書物、行動や祭祀・儀式の規範・基準となる書物、「典籍(テンセキ、古い貴重な書物)」◆守り則(のっと)るべき手順や作法、規範、,N4,on,on+on,A3_short_compound(on+on 71%),辞:◆説(と)く、分かるように順序立てて話す、説明する、「【說文解字注:辛部:辭】說也(…說者釋也)𤔬辛猶理辜也」◆丁寧に分かり易く述べる、また説明する、またその言; 典:◆古来から尊(とうと)ばれ続けている書物、行動や祭祀・儀式の規範・基準となる書物、「典籍(テンセキ、古い貴重な書物)」◆守り則(のっと)るべき手順や作法、規範、
kk_辺り_あたり,辺り,あたり,辺:◆境界、境目(さかいめ)、面状のものの区切りとなるところ、一般にはその先も同じような状態で続いているものの区切りとなるところを指す、そこで途切れその先がないもの,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),辺:◆境界、境目(さかいめ)、面状のものの区切りとなるところ、一般にはその先も同じような状態で続いているものの区切りとなるところを指す、そこで途切れその先がないもの
kk_込む/混む_こむ,込む/混む,こむ,込:◆[日]中に(内に、裏に、見えないところに)入(はい)る、入(い)れる; 混:◆水が滾滾(コンコン、渾渾、混混)と湧き出る◆たくさんのもの(流れ出た水)が集まり一つになる、様々なもの或いは多くのものが寄せ集まり同化する、同化してそれぞれの,N4,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_kun_kun_mix(kun+kun 70%),込:◆[日]中に(内に、裏に、見えないところに)入(はい)る、入(い)れる; 混:◆水が滾滾(コンコン、渾渾、混混)と湧き出る◆たくさんのもの(流れ出た水)が集まり一つになる、様々なもの或いは多くのものが寄せ集まり同化する、同化してそれぞれの
kk_迎える_むかえる,迎える,むかえる,迎:◆来る人をただ待つのではなく(門の外や家の前などまで)出て行って逢う、逆は「送」◆(相手の考えなどを)進んで受け入れる,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),迎:◆来る人をただ待つのではなく(門の外や家の前などまで)出て行って逢う、逆は「送」◆(相手の考えなどを)進んで受け入れる
kk_近所_きんじょ,近所,きんじょ,近:◆位置・時間・関係・状態などがすぐ傍(そば)にある◆迫(せま)る、すぐ傍まで寄る、また寄せる◆親(ちか)しい、親(した)しい(間柄や関係などが近い)◆似ている(; 所:◆処(ところ)、ものがある場また位置(要所・箇所など)、ことをする場また位置(住所・裁判所など)◆～のこと、「所感(感じること)」「所存(考え思っていること)◆,N4,other,mixed+mixed~,A3_short_compound(on+on 71%),近:◆位置・時間・関係・状態などがすぐ傍(そば)にある◆迫(せま)る、すぐ傍まで寄る、また寄せる◆親(ちか)しい、親(した)しい(間柄や関係などが近い)◆似ている(; 所:◆処(ところ)、ものがある場また位置(要所・箇所など)、ことをする場また位置(住所・裁判所など)◆～のこと、「所感(感じること)」「所存(考え思っていること)◆
kk_近頃_ちかごろ,近頃,ちかごろ,近:◆位置・時間・関係・状態などがすぐ傍(そば)にある◆迫(せま)る、すぐ傍まで寄る、また寄せる◆親(ちか)しい、親(した)しい(間柄や関係などが近い)◆似ている(; 頃:◆頭を傾(かたむ)ける、頭を傾(かし)げる、同「傾」◆傾く、斜めになる、片方に(一方に)偏(かたよ)る、同「傾」◆僅(わず)かな時間、「頃刻(ケイコク、僅かな間,N4,other,mixed+mixed~,,近:◆位置・時間・関係・状態などがすぐ傍(そば)にある◆迫(せま)る、すぐ傍まで寄る、また寄せる◆親(ちか)しい、親(した)しい(間柄や関係などが近い)◆似ている(; 頃:◆頭を傾(かたむ)ける、頭を傾(かし)げる、同「傾」◆傾く、斜めになる、片方に(一方に)偏(かたよ)る、同「傾」◆僅(わず)かな時間、「頃刻(ケイコク、僅かな間
kk_返事_へんじ,返事,へんじ,返:◆帰る、行った先から出発したところに戻る、同「𢓉」◆元に戻る、元に戻す◆[日]反対向きにする、反対向きになる; 事:◆こと、動作・現象・状態など形のないものを指す語、形のあるものは「物」、「事情(ジジョウ、ことの様子)」「無事(ブジ、何事もないさま)」◆職(ショク)、仕事や役,N4,on,on+on,A3_short_compound(on+on 71%),返:◆帰る、行った先から出発したところに戻る、同「𢓉」◆元に戻る、元に戻す◆[日]反対向きにする、反対向きになる; 事:◆こと、動作・現象・状態など形のないものを指す語、形のあるものは「物」、「事情(ジジョウ、ことの様子)」「無事(ブジ、何事もないさま)」◆職(ショク)、仕事や役
kk_迷惑_めいわく,迷惑,めいわく,迷:◆どちらに行ったらよいか(どうしたらよいか)分からなくなる、戸惑(とまど)う; 惑:◆あれこれと心が乱れる、どうしてよいか分からずに迷う、判断や区別が定まらない◆人を迷わせる,N4,on,on+on,,迷:◆どちらに行ったらよいか(どうしたらよいか)分からなくなる、戸惑(とまど)う; 惑:◆あれこれと心が乱れる、どうしてよいか分からずに迷う、判断や区別が定まらない◆人を迷わせる
kk_退院_たいいん,退院,たいいん,退:◆後ろに向かう、後ろへ下がる、後ろ向きに進む、逆は「進」◆今いる場所から遠ざかる方に向かう、その場を立ち去る◆体を後へ引く、身を引く◆状態が悪くなる(衰える、弱; 院:◆壁などで周りを囲った幾つもの建物からなる屋敷や施設◆壁や家などで周りが取り囲まれている庭、中庭、「院落(インラク)」「庭院(テイイン)」 ◆(学校・病院などの,N4,on,on+on,,退:◆後ろに向かう、後ろへ下がる、後ろ向きに進む、逆は「進」◆今いる場所から遠ざかる方に向かう、その場を立ち去る◆体を後へ引く、身を引く◆状態が悪くなる(衰える、弱; 院:◆壁などで周りを囲った幾つもの建物からなる屋敷や施設◆壁や家などで周りが取り囲まれている庭、中庭、「院落(インラク)」「庭院(テイイン)」 ◆(学校・病院などの
kk_送る_おくる,送る,おくる,送:◆行く人(別れる人、帰る人、旅立つ人、亡くなった人など)と途中まで同道する、出向いて行って迎えるのは「迎」◆ものを目的地へ運び届ける◆贈(おく)る、遣(つか)わ,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),送:◆行く人(別れる人、帰る人、旅立つ人、亡くなった人など)と途中まで同道する、出向いて行って迎えるのは「迎」◆ものを目的地へ運び届ける◆贈(おく)る、遣(つか)わ
kk_逃げる_にげる,逃げる,にげる,逃:◆受け入れ難い状態から抜け出る、受け入れ難い状態に陥らない方向に向かって行く、避けて遠ざかる,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),逃:◆受け入れ難い状態から抜け出る、受け入れ難い状態に陥らない方向に向かって行く、避けて遠ざかる
kk_途中_とちゅう,途中,とちゅう,途:◆(途切れることなく繋がっている)道、道路、同「涂」「塗」◆(目的とするところに達するための)道、道筋; 中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま,N4,on,on+on,A3_short_compound(on+on 71%),途:◆(途切れることなく繋がっている)道、道路、同「涂」「塗」◆(目的とするところに達するための)道、道筋; 中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま
kk_通う_かよう,通う,かよう,通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす
kk_通じる_つうじる,通じる,つうじる,通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす,N4,on,on,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす
kk_通り_とおり,通り,とおり,通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす
kk_通る_とおる,通る,とおる,通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),通:◆途中に障害となるようなものがなく反対側・向こう側・相手方・目的地まで達する、また達している◆支障なく行き来ができる、また行き来する、また行き来ができるようにす
kk_連れる_つれる,連れる,つれる,連:◆途切れずに続く、次々に間を置かずに続く、また繋(つな)がる◆結び付く、関わり合いを持つ◆一緒に行動する◆続々と、次々に、間を置かずに,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),連:◆途切れずに続く、次々に間を置かずに続く、また繋(つな)がる◆結び付く、関わり合いを持つ◆一緒に行動する◆続々と、次々に、間を置かずに
kk_連絡_れんらく,連絡,れんらく,連:◆途切れずに続く、次々に間を置かずに続く、また繋(つな)がる◆結び付く、関わり合いを持つ◆一緒に行動する◆続々と、次々に、間を置かずに; 絡:◆短い糸の繊維、同「絮」、「【 說文解字:糸部:絡】絮也一曰麻未漚也」◆短い糸(或いは糸状・筋状のもの)が縺(もつ)れる、縺れ繋(つな)がる◆短い糸を繋げる、次,N4,on,on+on,,連:◆途切れずに続く、次々に間を置かずに続く、また繋(つな)がる◆結び付く、関わり合いを持つ◆一緒に行動する◆続々と、次々に、間を置かずに; 絡:◆短い糸の繊維、同「絮」、「【 說文解字:糸部:絡】絮也一曰麻未漚也」◆短い糸(或いは糸状・筋状のもの)が縺(もつ)れる、縺れ繋(つな)がる◆短い糸を繋げる、次
kk_連絡先_れんらくさき,連絡先,れんらくさき,連:◆途切れずに続く、次々に間を置かずに続く、また繋(つな)がる◆結び付く、関わり合いを持つ◆一緒に行動する◆続々と、次々に、間を置かずに; 絡:◆短い糸の繊維、同「絮」、「【 說文解字:糸部:絡】絮也一曰麻未漚也」◆短い糸(或いは糸状・筋状のもの)が縺(もつ)れる、縺れ繋(つな)がる◆短い糸を繋げる、次; 先:◆基準になる位置や時間よりも前、同「前」、逆は「後」◆前に向かって進む、またその方向、同「前」◆以前、時間的に過去の方向◆ま・ず、最初に、～の前に,N4,mixed,on+on+kun~,A4_multi_on(on+on+on 65%),連:◆途切れずに続く、次々に間を置かずに続く、また繋(つな)がる◆結び付く、関わり合いを持つ◆一緒に行動する◆続々と、次々に、間を置かずに; 絡:◆短い糸の繊維、同「絮」、「【 說文解字:糸部:絡】絮也一曰麻未漚也」◆短い糸(或いは糸状・筋状のもの)が縺(もつ)れる、縺れ繋(つな)がる◆短い糸を繋げる、次; 先:◆基準になる位置や時間よりも前、同「前」、逆は「後」◆前に向かって進む、またその方向、同「前」◆以前、時間的に過去の方向◆ま・ず、最初に、～の前に
kk_進む_すすむ,進む,すすむ,進:◆前に向かって動く(行く)、前に出る、登る、上に向かって動く(行く)、昇って行く、状態が良い方向に向かう、逆は「退」◆位や程度が上がる◆人にものを差し出す、また,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),進:◆前に向かって動く(行く)、前に出る、登る、上に向かって動く(行く)、昇って行く、状態が良い方向に向かう、逆は「退」◆位や程度が上がる◆人にものを差し出す、また
kk_遅れる_おくれる,遅れる,おくれる,遅:◆ゆっくりしたさま、次の動作までに時間が掛るさま◆ゆっくりと進む、鈍(のろ)い◆決まっている時間・期間の終わりの頃になる、またその頃を過ぎる◆決まっている時(瞬,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),遅:◆ゆっくりしたさま、次の動作までに時間が掛るさま◆ゆっくりと進む、鈍(のろ)い◆決まっている時間・期間の終わりの頃になる、またその頃を過ぎる◆決まっている時(瞬
kk_遊び_あそび,遊び,あそび,遊:◆同じところに留(とど)まらずにあちこち巡(めぐ)り歩く、あちこちに出向いて行く、同「游」◆気の向くままに楽しむ、同「游」◆互いに行き来して親しく交わる、同「游,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),遊:◆同じところに留(とど)まらずにあちこち巡(めぐ)り歩く、あちこちに出向いて行く、同「游」◆気の向くままに楽しむ、同「游」◆互いに行き来して親しく交わる、同「游
kk_遊園地_ゆうえんち,遊園地,ゆうえんち,遊:◆同じところに留(とど)まらずにあちこち巡(めぐ)り歩く、あちこちに出向いて行く、同「游」◆気の向くままに楽しむ、同「游」◆互いに行き来して親しく交わる、同「游; 園:◆周りを垣や柵などで囲った(樹木・果樹などの)畑、「【說文解字:囗部:園】所以樹果也」◆周りを垣や柵などで囲った広い庭、またそのような庭のある邸宅、またそのよう; 地:◆重い陰気が(下に沈み)集まるところ、万物が居並ぶ(存在する)ところ、軽い陽気が(上に浮き)集まるところを「天(テン)」、「【說文解字注:土部:地】元气初分輕清,N4,on,on+on+on,A4_multi_on(on+on+on 65%),遊:◆同じところに留(とど)まらずにあちこち巡(めぐ)り歩く、あちこちに出向いて行く、同「游」◆気の向くままに楽しむ、同「游」◆互いに行き来して親しく交わる、同「游; 園:◆周りを垣や柵などで囲った(樹木・果樹などの)畑、「【說文解字:囗部:園】所以樹果也」◆周りを垣や柵などで囲った広い庭、またそのような庭のある邸宅、またそのよう; 地:◆重い陰気が(下に沈み)集まるところ、万物が居並ぶ(存在する)ところ、軽い陽気が(上に浮き)集まるところを「天(テン)」、「【說文解字注:土部:地】元气初分輕清
kk_運ぶ_はこぶ,運ぶ,はこぶ,運:◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),運:◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置
kk_運動_うんどう,運動,うんどう,運:◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置; 動:◆位置・姿勢・感情・状態・事情などが変わる、また変える、また変わり始める、「動作」「行動」「感動」◆やや・もすれば、どうかすると(～になる、～になりやすい),N4,on,on+on,B_verb_rad_力(kun 80%),運:◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置; 動:◆位置・姿勢・感情・状態・事情などが変わる、また変える、また変わり始める、「動作」「行動」「感動」◆やや・もすれば、どうかすると(～になる、～になりやすい)
kk_運転_うんてん,運転,うんてん,運:◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置; 転:◆(車輪が回るように)ごろりと回る、ぐるりと回る、「回転(カイテン)」◆(車輪が接地する位置を変えながら転がり進んで行くように次へ次へと)位置や方向を変える、ま,N4,on,on+on,,運:◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置; 転:◆(車輪が回るように)ごろりと回る、ぐるりと回る、「回転(カイテン)」◆(車輪が接地する位置を変えながら転がり進んで行くように次へ次へと)位置や方向を変える、ま
kk_運転手_うんてんしゅ,運転手,うんてんしゅ,運:◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置; 転:◆(車輪が回るように)ごろりと回る、ぐるりと回る、「回転(カイテン)」◆(車輪が接地する位置を変えながら転がり進んで行くように次へ次へと)位置や方向を変える、ま; 手:◆体や物体の一部で、胴から分かれ出て伸び、持つ・握る・叩く・ものを作る・操作するなどの機能を持つ部分、掌(たなごころ)と指を合わせた全体、腕の先の部分 ◆自(み,N4,on,on+on+on,A4_multi_on(on+on+on 65%) | B_verb_rad_手(kun 80%),運:◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置; 転:◆(車輪が回るように)ごろりと回る、ぐるりと回る、「回転(カイテン)」◆(車輪が接地する位置を変えながら転がり進んで行くように次へ次へと)位置や方向を変える、ま; 手:◆体や物体の一部で、胴から分かれ出て伸び、持つ・握る・叩く・ものを作る・操作するなどの機能を持つ部分、掌(たなごころ)と指を合わせた全体、腕の先の部分 ◆自(み
kk_過ぎる_すぎる,過ぎる,すぎる,過:◆度(ド、度合、節度、法度、限度、程度など)を越える(超える)◆度を越えて(超えて)しまう、誤(あやま)る◆時(とき、時代、時期、季節、月日、時間など)を通り越,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),過:◆度(ド、度合、節度、法度、限度、程度など)を越える(超える)◆度を越えて(超えて)しまう、誤(あやま)る◆時(とき、時代、時期、季節、月日、時間など)を通り越
kk_違い_ちがい,違い,ちがい,違:◆背(せ)を向ける、背を向け去る、背(そむ)く◆あるべき形や様子と異なる、また反している、また合っていない◆守るべきものを守らない、従(したが)わない,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),違:◆背(せ)を向ける、背を向け去る、背(そむ)く◆あるべき形や様子と異なる、また反している、また合っていない◆守るべきものを守らない、従(したが)わない
kk_遠く_とおく,遠く,とおく,遠:◆場所や時間などが遥(はる)かに離れている、間(あいだ)が大きく空(あ)いている◆間を離す、大きく空ける◆関係が薄い,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),遠:◆場所や時間などが遥(はる)かに離れている、間(あいだ)が大きく空(あ)いている◆間を離す、大きく空ける◆関係が薄い
kk_遠慮_えんりょ,遠慮,えんりょ,遠:◆場所や時間などが遥(はる)かに離れている、間(あいだ)が大きく空(あ)いている◆間を離す、大きく空ける◆関係が薄い; 慮:◆(あることについて)あれこれと思いや考えを巡(めぐ)らす◆推(お)し量(はか)る、推測する、「慮外(リョガイ、思っていたこととは違うこと、思い掛けないこと)」,N4,on,on+on,A3_short_compound(on+on 71%),遠:◆場所や時間などが遥(はる)かに離れている、間(あいだ)が大きく空(あ)いている◆間を離す、大きく空ける◆関係が薄い; 慮:◆(あることについて)あれこれと思いや考えを巡(めぐ)らす◆推(お)し量(はか)る、推測する、「慮外(リョガイ、思っていたこととは違うこと、思い掛けないこと)」
kk_適当_てきとう,適当,てきとう,適:◆(目的とする方に向かって)往く、(目的とする方に)向かう◆向かう方向が目的に合っている、意に沿(そ)っている、相応(ふさわ)しい◆(ちょうど合っていて、自分の; 当:◆正面からぶつかる、正面から向き合う、相対する、同「噹」◆適合する、相応しい◆受け持つ、引き受ける◆そうするべき、そうあるべき◆この(this)、今、此処(ここ,N4,on,on+on,,適:◆(目的とする方に向かって)往く、(目的とする方に)向かう◆向かう方向が目的に合っている、意に沿(そ)っている、相応(ふさわ)しい◆(ちょうど合っていて、自分の; 当:◆正面からぶつかる、正面から向き合う、相対する、同「噹」◆適合する、相応しい◆受け持つ、引き受ける◆そうするべき、そうあるべき◆この(this)、今、此処(ここ
