guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_Arbeit（德）_アルバイト,Arbeit（德）,アルバイト,德:◆生まれながらに備わっている性質、もの本来の性質、本性(ホンショウ)◆本来の行いや考え、人として尊(とうと)び守るべき(進むべき)道、「道徳(ドウトク)」◆自ら,N4,on,on~,IL2_on_only(on 99%),德:◆生まれながらに備わっている性質、もの本来の性質、本性(ホンショウ)◆本来の行いや考え、人として尊(とうと)び守るべき(進むべき)道、「道徳(ドウトク)」◆自ら
kk_Energie（德）_エネルギー,Energie（德）,エネルギー,德:◆生まれながらに備わっている性質、もの本来の性質、本性(ホンショウ)◆本来の行いや考え、人として尊(とうと)び守るべき(進むべき)道、「道徳(ドウトク)」◆自ら,N4,on,on~,IL2_on_only(on 99%),德:◆生まれながらに備わっている性質、もの本来の性質、本性(ホンショウ)◆本来の行いや考え、人として尊(とうと)び守るべき(進むべき)道、「道徳(ドウトク)」◆自ら
kk_alcohol（荷）_アルコール,alcohol（荷）,アルコール,荷:◆ハス(蓮)、ハス科ハス属の水草、ハスの花・実・茎・根茎など全体を指す、別名「芙蕖(フキョ)」、「【爾雅注疏:釋草】荷芙渠(…)其莖茄其葉蕸其本蔤(《注》莖下白,N4,other,unknown,IL2_single_default(kun 84%),荷:◆ハス(蓮)、ハス科ハス属の水草、ハスの花・実・茎・根茎など全体を指す、別名「芙蕖(フキョ)」、「【爾雅注疏:釋草】荷芙渠(…)其莖茄其葉蕸其本蔤(《注》莖下白
kk_lemon（檸檬）_レモン,lemon（檸檬）,レモン,檸:◆「檸檬(ネイモウ、レモンlemon)」、ミカン科ミカン属の木、またその果実、同「柠檬」 ◆簡「柠」; 檬:◆「檸檬(ネイモウ)」、レモンlemon、ミカン科ミカン属の木、またその果実,N4,on,on+on~,A3_short_compound(on+on 71%) | B_noun_rad_木(kun 93%) | B_noun_rad_木(kun 93%),檸:◆「檸檬(ネイモウ、レモンlemon)」、ミカン科ミカン属の木、またその果実、同「柠檬」 ◆簡「柠」; 檬:◆「檸檬(ネイモウ)」、レモンlemon、ミカン科ミカン属の木、またその果実
kk_お前_おまえ,お前,おまえ,前:◆(前に)進む、またその方向、同「先」、「前途(ぜんと、目的地に向かう道のり、将来)」◆位置的には先の方向、時間的には過去の方向、順序では上位の方向、同「先」、,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_刀(kun 80%),前:◆(前に)進む、またその方向、同「先」、「前途(ぜんと、目的地に向かう道のり、将来)」◆位置的には先の方向、時間的には過去の方向、順序では上位の方向、同「先」、
kk_お土産_おみやげ,お土産,おみやげ,土:◆泥や細かい砂などから成るもの◆生(セイ)あるものを生み出すもの、「【說文解字:巻一三下:土部:土】地之吐生物者也二象地之下地之中物出形」◆地に根差したもの、そ; 産:◆子を生む◆生まれ◆新たに(新たなものを)生み出す、作り出す、また生み出されたもの、「生産(セイサン)」◆土地や財物◆音孔が三つの籥(ヤク、縦笛)、籥よりも太く,N4,other,mixed+mixed~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),土:◆泥や細かい砂などから成るもの◆生(セイ)あるものを生み出すもの、「【說文解字:巻一三下:土部:土】地之吐生物者也二象地之下地之中物出形」◆地に根差したもの、そ; 産:◆子を生む◆生まれ◆新たに(新たなものを)生み出す、作り出す、また生み出されたもの、「生産(セイサン)」◆土地や財物◆音孔が三つの籥(ヤク、縦笛)、籥よりも太く
kk_お目にかかる_おめにかかる,お目にかかる,おめにかかる,目:◆眼(め、眼球ガンキュウ、黒目くろめ)・白目(しろめ、結膜ケツマク)・視神経などを含むものを見る器官全体、またその形状や様子や機能◆ものを見る、また見分ける◆眼,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),目:◆眼(め、眼球ガンキュウ、黒目くろめ)・白目(しろめ、結膜ケツマク)・視神経などを含むものを見る器官全体、またその形状や様子や機能◆ものを見る、また見分ける◆眼
kk_お礼_おれい,お礼,おれい,礼:◆社会生活をする上での作法や決まり事、「禮儀(礼儀、レイギ、正式な・正規の作法)」「拜禮(拝礼、ハイレイ、お辞儀の作法)」「禮拜(礼拝、レイハイ、作法に則ってお,N4,on,on~,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),礼:◆社会生活をする上での作法や決まり事、「禮儀(礼儀、レイギ、正式な・正規の作法)」「拜禮(拝礼、ハイレイ、お辞儀の作法)」「禮拜(礼拝、レイハイ、作法に則ってお
kk_お祝い_おいわい,お祝い,おいわい,祝:◆神前で祈祷(キトウ)する、神に申し上げる、またその言葉、またその人◆「巫祝(フシュク)」、祭祀(サイシ)などの神事を司(つかさど)る人◆人に幸い・喜びを賜りま,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),祝:◆神前で祈祷(キトウ)する、神に申し上げる、またその言葉、またその人◆「巫祝(フシュク)」、祭祀(サイシ)などの神事を司(つかさど)る人◆人に幸い・喜びを賜りま
kk_お祭り_おまつり,お祭り,おまつり,祭:◆神(かみ)や先祖や死者に供え物(そなえもの)を捧(ささ)げる、またその儀式、「祭祀(サイシ)」、同「祀」◆[日]大勢の人が集まって行う催(もよお)し¶「祭」の,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),祭:◆神(かみ)や先祖や死者に供え物(そなえもの)を捧(ささ)げる、またその儀式、「祭祀(サイシ)」、同「祀」◆[日]大勢の人が集まって行う催(もよお)し¶「祭」の
kk_お粥_おかゆ,お粥,おかゆ,粥:◆米などの穀物を多めの水で柔らかく炊いたもの或いは煮たもの、同「鬻」◆鬻(ひさ)ぐ、(生活をするためにものを)売る、同「鬻」,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_noun_rad_米(kun 93%),粥:◆米などの穀物を多めの水で柔らかく炊いたもの或いは煮たもの、同「鬻」◆鬻(ひさ)ぐ、(生活をするためにものを)売る、同「鬻」
kk_お蔭_おかげ,お蔭,おかげ,蔭:◆草木に覆われて日光が遮(さえぎ)られたところ、日陰、同「廕」◆覆う、覆い守る、庇(かば)う◆他に守られる、他の力を借りる、おかげ、～のおかげで～◆「庇蔭(ヒイ,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),蔭:◆草木に覆われて日光が遮(さえぎ)られたところ、日陰、同「廕」◆覆う、覆い守る、庇(かば)う◆他に守られる、他の力を借りる、おかげ、～のおかげで～◆「庇蔭(ヒイ
kk_お見舞い_おみまい,お見舞い,おみまい,見:◆目でものや状況を認識する、目に入る◆(見たものの)認識の仕方、考え◆人と顔を合わせる、対面する◆みる、部首名; 舞:◆手足や体を動かし踊(おど)り喜怒哀楽(キドアイラク)を表現する、同「儛」「𦐀」◆(舞うように)飛ぶ、(舞うように)揺(ゆ)らす◆弄(いじ)くって変えてしまう,N4,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),見:◆目でものや状況を認識する、目に入る◆(見たものの)認識の仕方、考え◆人と顔を合わせる、対面する◆みる、部首名; 舞:◆手足や体を動かし踊(おど)り喜怒哀楽(キドアイラク)を表現する、同「儛」「𦐀」◆(舞うように)飛ぶ、(舞うように)揺(ゆ)らす◆弄(いじ)くって変えてしまう
kk_この間_このあいだ,この間,このあいだ,間:◆両側からぴったりと閉じられずに開いているところ、(空間・時間・物事・関係などが)連続せずに途切れているところ、開いたり途切れたりして何もないところ、隙(すき),N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),間:◆両側からぴったりと閉じられずに開いているところ、(空間・時間・物事・関係などが)連続せずに途切れているところ、開いたり途切れたりして何もないところ、隙(すき)
kk_この頃_このごろ,この頃,このごろ,頃:◆頭を傾(かたむ)ける、頭を傾(かし)げる、同「傾」◆傾く、斜めになる、片方に(一方に)偏(かたよ)る、同「傾」◆僅(わず)かな時間、「頃刻(ケイコク、僅かな間,N4,other,unknown,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),頃:◆頭を傾(かたむ)ける、頭を傾(かし)げる、同「傾」◆傾く、斜めになる、片方に(一方に)偏(かたよ)る、同「傾」◆僅(わず)かな時間、「頃刻(ケイコク、僅かな間
kk_ごみ箱_ごみばこ,ごみ箱,ごみばこ,箱:◆ものを収納(収蔵)する方形の入れ物、四周が囲われ上面・下面が塞(ふさ)がれているもの、小形のものは「篋(キョウ、はこ)」、またそのような形のもの◆人や物を入れ,N4,other,unknown,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_noun_rad_竹(kun 93%),箱:◆ものを収納(収蔵)する方形の入れ物、四周が囲われ上面・下面が塞(ふさ)がれているもの、小形のものは「篋(キョウ、はこ)」、またそのような形のもの◆人や物を入れ
kk_ご存知_ごぞんじ,ご存知,ごぞんじ,存:◆そこに在(あ)る、そこに居(い)る、同「侟」◆ながら･える、保つ、長く保ち続ける◆生きている、「存命(ゾンメイ)」◆無事かどうかを問う、気に掛かっていることを; 知:◆(矢のように素早く、矢が的の中央に当たるように的確に)認識する、見定める、「察知(サッチ)」「知識(チシキ)」、「智」は「見知ったことを理解しその正邪を正しく,N4,other,mixed+mixed~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),存:◆そこに在(あ)る、そこに居(い)る、同「侟」◆ながら･える、保つ、長く保ち続ける◆生きている、「存命(ゾンメイ)」◆無事かどうかを問う、気に掛かっていることを; 知:◆(矢のように素早く、矢が的の中央に当たるように的確に)認識する、見定める、「察知(サッチ)」「知識(チシキ)」、「智」は「見知ったことを理解しその正邪を正しく
kk_ご覧になる_ごらんになる,ご覧になる,ごらんになる,覧:◆見渡す、見て回る◆全体を見る、全体に目を通す,N4,on,on~,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),覧:◆見渡す、見て回る◆全体を見る、全体に目を通す
kk_そう言えば_そういえば,そう言えば,そういえば,言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_言(kun 80%),言:◆相手に伝えたいことを声に出してはっきりと述べる、またその内容、またそのための語(ゴ、互いに意思の疎通を図るための言葉)◆字(ジ)、文字◆我(われ)、自分を指す
kk_どの様_どのよう,どの様,どのよう,様:◆物事の性格や状態、また姿や形、あり方また見掛け◆形や姿、状態やあり方、方法や方式、同「𢳌」◆形や姿・状態やあり方・方法や方式などの種類を数える語◆クヌギ(櫟、,N4,other,unknown,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_noun_rad_木(kun 93%),様:◆物事の性格や状態、また姿や形、あり方また見掛け◆形や姿、状態やあり方、方法や方式、同「𢳌」◆形や姿・状態やあり方・方法や方式などの種類を数える語◆クヌギ(櫟、
kk_もう少しで_もうすこしで,もう少しで,もうすこしで,少:◆数や度量(ドリョウ、ものの多少・軽重・長短・高低・深浅・強弱など)が、あるべき(必要とする)数や度量より小さい、またそれに足りない、またそれに及ばない、同「寡,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),少:◆数や度量(ドリョウ、ものの多少・軽重・長短・高低・深浅・強弱など)が、あるべき(必要とする)数や度量より小さい、またそれに足りない、またそれに及ばない、同「寡
kk_やり方_やりかた,やり方,やりかた,方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数),N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数)
kk_サツマ芋_サツマいも,サツマ芋,サツマいも,芋:◆澱粉などの養分を貯えて肥大した根茎、塊根(カイコン)、塊根を食用とする植物の総称 ◆サトイモ(里芋)、サトイモ科サトイモ属、サトイモ科の植物、中国では「芋(ウ,N4,kun,kun,IL2_single_default(kun 84%),芋:◆澱粉などの養分を貯えて肥大した根茎、塊根(カイコン)、塊根を食用とする植物の総称 ◆サトイモ(里芋)、サトイモ科サトイモ属、サトイモ科の植物、中国では「芋(ウ
kk_一度_いちど,一度,いちど,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 度:◆長さを測(はか)る際に基準となる物差し(ものさし)、またその目盛(めもり)、「度量(ドリョウ、長さと容量、人の言動をどの程度容認できるかの大きさ)」「法度(ハ,N4,on,on+on,A3_short_compound(on+on 71%) | B_noun_rad_广(kun 93%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 度:◆長さを測(はか)る際に基準となる物差し(ものさし)、またその目盛(めもり)、「度量(ドリョウ、長さと容量、人の言動をどの程度容認できるかの大きさ)」「法度(ハ
kk_一昨々年_さきおととし,一昨々年,さきおととし,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回,N4,on,mixed+on+mixed~,A4_multi_on(on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回
kk_一昨々日_さきおととい,一昨々日,さきおととい,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆,N4,on,mixed+on+mixed~,A4_multi_on(on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 日:◆太陽◆太陽が出ている間、昼間、夜明けから日没まで◆一昼夜、朝から次の朝まで、またその繰り返し、またその繰り返しを数える語◆候(コウ)、時節、頃(ケイ、ころ)◆
kk_一昨年_いっさくねん,一昨年,いっさくねん,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回,N4,on,on+on+on,A4_multi_on(on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 昨:◆夜を挟んで一つ前の日◆一つ前の月や年◆過去、以前; 年:◆穀物が稔(みの)る、同「秊」◆農作物を収穫してから次の収穫期までの期間、四季(二十四節気)を一巡する期間、year◆誕生してから生きてその誕生日を通り過ぎた回
kk_一生_いっしょう,一生,いっしょう,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 生:◆う・まれる、それまでになかった新しいものが現れ出る、また新しいことが起こる◆い・きる、成長し活動できる状態で存在する、またその状態◆なま、現れ出た時のそのまま,N4,on,on+on,,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 生:◆う・まれる、それまでになかった新しいものが現れ出る、また新しいことが起こる◆い・きる、成長し活動できる状態で存在する、またその状態◆なま、現れ出た時のそのまま
kk_一生懸命_いっしょうけんめい,一生懸命,いっしょうけんめい,一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 生:◆う・まれる、それまでになかった新しいものが現れ出る、また新しいことが起こる◆い・きる、成長し活動できる状態で存在する、またその状態◆なま、現れ出た時のそのまま; 懸:◆掛ける、掛けてぶら下げる、同「縣」◆長い間宙吊りのままになっている、物事が宙ぶらりんで落ち着かない◆隔(へだ)たる、同「縣」,N4,on,on+on+on+on,A4_multi_on(on+on+on+on 65%),一:◆最初、最初の数、最も小さい数、同「壹」 ◆(幾つかあるものの内の、全体の中の)一つ、一つの、一つに、それだけ、ひたすら、同「壹」◆同じ、等しい、「同じ一つのも; 生:◆う・まれる、それまでになかった新しいものが現れ出る、また新しいことが起こる◆い・きる、成長し活動できる状態で存在する、またその状態◆なま、現れ出た時のそのまま; 懸:◆掛ける、掛けてぶら下げる、同「縣」◆長い間宙吊りのままになっている、物事が宙ぶらりんで落ち着かない◆隔(へだ)たる、同「縣」
kk_三角_さんかく,三角,さんかく,三:◆数の名、三番目; 角:◆つの、動物などの頭部から突き出た骨質状また角質状のもの、またそのように先が尖ったもの、またそのように先が尖った状態◆(角を突き合わせて)力を競い合う◆すみ、か,N4,on,on+on,,三:◆数の名、三番目; 角:◆つの、動物などの頭部から突き出た骨質状また角質状のもの、またそのように先が尖ったもの、またそのように先が尖った状態◆(角を突き合わせて)力を競い合う◆すみ、か
kk_上る_あがる,上る,あがる,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇
kk_上司_じょうし,上司,じょうし,上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 司:◆管理・監督する、主管(シュカン)・管掌(カンショウ)する、またその職掌(ショクショウ)・職務・役割、またその人、「【禮記注疏(禮記正義):卷四:曲禮下】天子之,N4,on,on+on,A3_short_compound(on+on 71%),上:◆位置・場所・地位などが高い、高い方にある◆高い方に移る、昇る、登る◆順序・時間などが前、前の方にある◆前の方に移る◆等級・品質などが高い、優れている◆殿様、皇; 司:◆管理・監督する、主管(シュカン)・管掌(カンショウ)する、またその職掌(ショクショウ)・職務・役割、またその人、「【禮記注疏(禮記正義):卷四:曲禮下】天子之
kk_下がる_さがる,下がる,さがる,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_下げる_さげる,下げる,さげる,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_下りる_おりる,下りる,おりる,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・
kk_下宿_げしゅく,下宿,げしゅく,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・; 宿:◆屋根の下(家屋の中)で一夜を過ごす、また止(とど)まって休息する、「【春秋左傳:莊公:莊公三年】凡師一宿為舍再宿爲信過信爲次(《疏》注正義曰舍者君行一日止而舍,N4,on,on+on,A3_short_compound(on+on 71%) | B_noun_rad_宀(kun 93%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・; 宿:◆屋根の下(家屋の中)で一夜を過ごす、また止(とど)まって休息する、「【春秋左傳:莊公:莊公三年】凡師一宿為舍再宿爲信過信爲次(《疏》注正義曰舍者君行一日止而舍
kk_下着_したぎ,下着,したぎ,下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・; 着:◆目的や目標としている物事・場所などに届く、また達する、また到る、同「著」◆他のものに付く、同「著」◆き・る、衣服を身に付ける、同「著」◆火や明かりを点(つ)け,N4,other,mixed+mixed~,A3_short_compound(on+on 71%),下:◆位置・場所・地位などが低い、低い方にある◆低い方に移る、降りる、落ちる◆順序・時間などが後(あと)、後の方にある◆後の方に移る、後(うし)ろの方へ退く◆等級・; 着:◆目的や目標としている物事・場所などに届く、また達する、また到る、同「著」◆他のものに付く、同「著」◆き・る、衣服を身に付ける、同「著」◆火や明かりを点(つ)け
kk_不便_ふべん,不便,ふべん,不:◆～でない、～ない、not、no、否定の語、同「弗」、「不可(フカ、認められない、してはならない)」「不知(フチ、知らない)」◆否(いな)、いや、いいや、同意で; 便:◆安らかなさま、差し障る(さしさわる)ようなことがないさま◆都合が良いさま、ちょうど良いさま、(物事をするのに)適(テキ)しているさま、「便宜(ベンギ)」「便利,N4,on,on+on,A3_short_compound(on+on 71%),不:◆～でない、～ない、not、no、否定の語、同「弗」、「不可(フカ、認められない、してはならない)」「不知(フチ、知らない)」◆否(いな)、いや、いいや、同意で; 便:◆安らかなさま、差し障る(さしさわる)ようなことがないさま◆都合が良いさま、ちょうど良いさま、(物事をするのに)適(テキ)しているさま、「便宜(ベンギ)」「便利
kk_不動産_ふどうさん,不動産,ふどうさん,不:◆～でない、～ない、not、no、否定の語、同「弗」、「不可(フカ、認められない、してはならない)」「不知(フチ、知らない)」◆否(いな)、いや、いいや、同意で; 動:◆位置・姿勢・感情・状態・事情などが変わる、また変える、また変わり始める、「動作」「行動」「感動」◆やや・もすれば、どうかすると(～になる、～になりやすい); 産:◆子を生む◆生まれ◆新たに(新たなものを)生み出す、作り出す、また生み出されたもの、「生産(セイサン)」◆土地や財物◆音孔が三つの籥(ヤク、縦笛)、籥よりも太く,N4,on,on+on+on,A4_multi_on(on+on+on 65%) | B_verb_rad_力(kun 80%),不:◆～でない、～ない、not、no、否定の語、同「弗」、「不可(フカ、認められない、してはならない)」「不知(フチ、知らない)」◆否(いな)、いや、いいや、同意で; 動:◆位置・姿勢・感情・状態・事情などが変わる、また変える、また変わり始める、「動作」「行動」「感動」◆やや・もすれば、どうかすると(～になる、～になりやすい); 産:◆子を生む◆生まれ◆新たに(新たなものを)生み出す、作り出す、また生み出されたもの、「生産(セイサン)」◆土地や財物◆音孔が三つの籥(ヤク、縦笛)、籥よりも太く
kk_不自由_ふじゆう,不自由,ふじゆう,不:◆～でない、～ない、not、no、否定の語、同「弗」、「不可(フカ、認められない、してはならない)」「不知(フチ、知らない)」◆否(いな)、いや、いいや、同意で; 自:◆みずか・ら、己(おのれ)、己の◆おの・ずから、己ひとりで、他からの影響を受けずに、それのみの力や意志で◆～から、～より、場所や時間の起点を表す◆みずから、部首; 由:◆基(もと)づく、因(よ)る、「経由(ケイユ)」「由来(ユライ)」◆～が元(もと)で、～によって、「原因(ゲンイン)」◆(～という結果に至った)訳(わけ)、経緯,N4,on,on+on+on,A4_multi_on(on+on+on 65%),不:◆～でない、～ない、not、no、否定の語、同「弗」、「不可(フカ、認められない、してはならない)」「不知(フチ、知らない)」◆否(いな)、いや、いいや、同意で; 自:◆みずか・ら、己(おのれ)、己の◆おの・ずから、己ひとりで、他からの影響を受けずに、それのみの力や意志で◆～から、～より、場所や時間の起点を表す◆みずから、部首; 由:◆基(もと)づく、因(よ)る、「経由(ケイユ)」「由来(ユライ)」◆～が元(もと)で、～によって、「原因(ゲンイン)」◆(～という結果に至った)訳(わけ)、経緯
kk_不親切_ふしんせつ,不親切,ふしんせつ,不:◆～でない、～ない、not、no、否定の語、同「弗」、「不可(フカ、認められない、してはならない)」「不知(フチ、知らない)」◆否(いな)、いや、いいや、同意で; 親:◆身近にいる、近しい◆関係が近い、関係が深い◆父母◆血縁・婚姻関係にある人◆深く付き合う、気兼ねなく接することができる、気の置けない◆自ら、自分で; 切:◆刃物などですっと断(た)つ、裁(た)つ、割(さ)く◆ぴったりとしたさま、隙(すき)がないさま、「親切(シンセツ)」◆近くまで迫(せま)る、差し迫る、「切近(セ,N4,on,on+on+on,A4_multi_on(on+on+on 65%) | B_verb_rad_刀(kun 80%),不:◆～でない、～ない、not、no、否定の語、同「弗」、「不可(フカ、認められない、してはならない)」「不知(フチ、知らない)」◆否(いな)、いや、いいや、同意で; 親:◆身近にいる、近しい◆関係が近い、関係が深い◆父母◆血縁・婚姻関係にある人◆深く付き合う、気兼ねなく接することができる、気の置けない◆自ら、自分で; 切:◆刃物などですっと断(た)つ、裁(た)つ、割(さ)く◆ぴったりとしたさま、隙(すき)がないさま、「親切(シンセツ)」◆近くまで迫(せま)る、差し迫る、「切近(セ
kk_与える_あたえる,与える,あたえる,与:◆上位の者が下位の者に物などをやる、授(さず)ける、同「賜予(シヨ)」◆同じ目的を持った仲間に加わる、また加わって共に行動する、組する、同「與」◆関(かか)わる,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),与:◆上位の者が下位の者に物などをやる、授(さず)ける、同「賜予(シヨ)」◆同じ目的を持った仲間に加わる、また加わって共に行動する、組する、同「與」◆関(かか)わる
